policy,network,seed,window_start,n_steps,rmse_mean,loss_mean,missed_violation_pct,false_alarm_pct,avg_aoi,max_aoi,choice_fairness,packet_success_pct,runtime_us_mean,final_dual_f,final_dual_s,mean_pbad,final_q_s,final_q_e,mean_q_f
h_no_mode,burst,2032,14112,2015,0.840618392060894,0.05446650124069479,0.47973531844499584,0.9760132340777503,13.020181968569066,150.0,0.6489084957072926,84.863523573201,337.08068376947796,1.2,0.05,0.14762498761277046,1.606666666666741,10.76995833333306,231.44444444444275
h_no_constraint_bonus,burst,2032,14112,2015,0.840618392060894,0.05446650124069479,0.47973531844499584,0.9760132340777503,13.020181968569066,150.0,0.6489084957072926,84.863523573201,344.68921185089806,1.2,0.05,0.14762498761277046,1.606666666666741,10.76995833333306,231.44444444444275
h_no_rmse_cost,burst,2032,14112,2015,0.8681049786894658,0.05671267576509512,0.49627791563275436,1.0090984284532674,1.8636889991728702,20.0,0.9999995074167035,84.863523573201,226.18107843760484,0.05,0.05,0.14762498761277046,1.9400000000000817,12.295999999999726,6.777777777778039
h_no_reliability,burst,2032,14112,2015,0.8627480244966098,0.05755014474772539,0.49627791563275436,1.0752688172043012,1.8567411083540115,20.0,0.9999995074167035,84.863523573201,229.00955972236306,0.05,0.05,0.14762498761277046,1.9400000000000817,11.983499999999724,6.777777777778039
oracle,burst,2032,14112,2015,0.8432319339486843,0.05454921422663358,0.47973531844499584,0.9760132340777503,12.988751033912324,148.0,0.6259019000927856,84.863523573201,49.731830567139994,1.2,0.05,0.14762498761277046,1.606666666666741,10.936624999999731,243.44444444444142
error_trigger,burst,2033,16128,2015,0.7513118176925663,0.056035463192721256,0.6782464846980976,0.39702233250620345,17.99520264681555,206.0,0.5764588392153722,85.6575682382134,3.5900279426619077,1.2,0.09050000000001027,0.14081745299014203,2.2546666666667856,7.8267499999996994,269.7777777777738
generic_voi,burst,2033,16128,2015,0.7725966580186503,0.04691377171215881,0.47973531844499584,0.5624483043837882,17.438544251447478,206.0,0.6313001154157899,85.6575682382134,7.13217972313278,1.2,0.05390000000000069,0.14081745299014203,0.292000000000042,8.149666666666372,241.11111111110858
cvoi_sf,burst,2033,16128,2015,0.788562027742057,0.04671991315136476,0.47973531844499584,0.5459057071960298,1.5662531017369727,16.0,0.9972158098576934,85.6575682382134,20.287949539878156,0.05,0.05,0.14081745299014203,0.2920000000000502,8.46737499999971,17.11111111111101
b2croi_h,burst,2033,16128,2015,0.752699454191157,0.03203318858560794,0.2977667493796526,0.3143093465674111,1.7983457402812242,38.0,0.9999995074167035,85.6575682382134,223.5265975013819,0.05,0.05,0.14081745299014203,0.009999999999999181,8.09758333333304,6.666666666666693
h_no_mode,burst,2033,16128,2015,0.7538651108929265,0.028008684863523575,0.23159636062861869,0.3143093465674111,17.820181968569067,207.0,0.596168639420333,85.6575682382134,377.90558846302275,1.2,0.05,0.14081745299014203,0.009999999999999181,7.988208333333029,259.44444444444116
h_no_constraint_bonus,burst,2033,16128,2015,0.7538651108929265,0.028008684863523575,0.23159636062861869,0.3143093465674111,17.820181968569067,207.0,0.596168639420333,85.6575682382134,380.16075877907224,1.2,0.05,0.14081745299014203,0.009999999999999181,7.988208333333029,259.44444444444116
h_no_rmse_cost,burst,2033,16128,2015,0.7543176381105573,0.0281043217535153,0.23159636062861869,0.3143093465674111,1.7996691480562448,38.0,0.9999995074167035,85.6575682382134,224.47600053096417,0.05,0.05,0.14081745299014203,0.009999999999999181,8.180916666666372,6.666666666666693
h_no_reliability,burst,2033,16128,2015,0.7543176381105573,0.0281043217535153,0.23159636062861869,0.3143093465674111,1.7996691480562448,38.0,0.9999995074167035,85.6575682382134,227.3102401855122,0.05,0.05,0.14081745299014203,0.009999999999999181,8.180916666666372,6.666666666666693
oracle,burst,2033,16128,2015,0.761601138720078,0.028145678246484698,0.23159636062861869,0.3143093465674111,17.861373035566583,206.0,0.5817275462386879,85.6575682382134,49.6589146824854,1.2,0.05,0.14081745299014203,0.009999999999999181,8.071541666666377,266.77777777777396
error_trigger,burst,2034,18144,2015,0.8662400616397198,0.09292545492142266,1.108354011579818,0.9760132340777503,17.339454094292805,184.0,0.6293596434487679,82.92803970223325,3.5401796818093834,1.2,0.4204999999999571,0.1725716842526974,10.543333333333127,11.668374999999692,241.44444444444173
generic_voi,burst,2034,18144,2015,0.8669995670938434,0.08619210090984285,1.0587262200165426,0.727874276261373,16.8767576509512,181.0,0.6841660234008885,82.92803970223325,7.1755935387135885,1.2,0.37549999999995703,0.1725716842526974,9.543333333333088,11.600666666666351,214.33333333333158
cvoi_sf,burst,2034,18144,2015,0.8848006557659879,0.08122415219189413,1.0090984284532674,0.5624483043837882,1.8226633581472291,19.0,0.9976083297153607,82.92803970223325,21.210575023337867,0.09982482216977309,0.33049999999996993,0.1725716842526974,8.543333333333324,12.590249999999712,18.222222222222154
